Date,Year,Month,Product_Code,Daily_Net_Demand,Positive_Demand,Negative_Adjustment,Order_Records
2014-12-03,2014,2014-12,Product_1248,1050000,1050000,0,6
2014-12-03,2014,2014-12,Product_1359,454000,454000,0,16
2014-12-04,2014,2014-12,Product_1248,882000,882000,0,7
2014-12-04,2014,2014-12,Product_1359,155000,155000,0,13
2014-12-05,2014,2014-12,Product_1248,416000,416000,0,10
2014-12-05,2014,2014-12,Product_1359,311000,311000,0,14
2014-12-08,2014,2014-12,Product_1248,412000,412000,0,7
2014-12-08,2014,2014-12,Product_1359,329000,329000,0,17
2014-12-09,2014,2014-12,Product_1248,101000,101000,0,5
2014-12-09,2014,2014-12,Product_1359,264000,264000,0,16
2014-12-10,2014,2014-12,Product_1248,1065000,1065000,0,4
2014-12-10,2014,2014-12,Product_1359,606000,606000,0,20
2014-12-11,2014,2014-12,Product_1248,367000,367000,0,6
2014-12-11,2014,2014-12,Product_1359,252000,252000,0,10
2014-12-12,2014,2014-12,Product_1248,366000,366000,0,6
2014-12-12,2014,2014-12,Product_1359,152000,152000,0,10
2014-12-15,2014,2014-12,Product_1248,162000,162000,0,5
2014-12-15,2014,2014-12,Product_1359,207000,207000,0,15
2014-12-16,2014,2014-12,Product_1248,72000,72000,0,2
2014-12-16,2014,2014-12,Product_1359,584000,584000,0,17
2014-12-17,2014,2014-12,Product_1248,458000,458000,0,4
2014-12-17,2014,2014-12,Product_1359,292000,292000,0,13
2014-12-18,2014,2014-12,Product_1248,315000,315000,0,3
2014-12-18,2014,2014-12,Product_1359,464000,464000,0,17
2014-12-19,2014,2014-12,Product_1248,1606000,1606000,0,9
2014-12-19,2014,2014-12,Product_1359,485000,485000,0,14
2014-12-22,2014,2014-12,Product_1248,97000,97000,0,6
2014-12-22,2014,2014-12,Product_1359,623000,623000,0,17
2014-12-24,2014,2014-12,Product_1248,127000,127000,0,7
2014-12-24,2014,2014-12,Product_1359,196000,196000,0,13
2014-12-25,2014,2014-12,Product_1248,45000,45000,0,4
2014-12-25,2014,2014-12,Product_1359,55000,55000,0,7
2014-12-26,2014,2014-12,Product_1248,32000,32000,0,7
2014-12-26,2014,2014-12,Product_1359,271000,271000,0,19
2015-01-05,2015,2015-01,Product_1248,1176000,1176000,0,7
2015-01-05,2015,2015-01,Product_1359,631000,631000,0,23
2015-01-06,2015,2015-01,Product_1248,174000,174000,0,5
2015-01-06,2015,2015-01,Product_1359,603000,603000,0,20
2015-01-07,2015,2015-01,Product_1248,318000,318000,0,8
2015-01-07,2015,2015-01,Product_1359,539000,539000,0,18
2015-01-08,2015,2015-01,Product_1248,237000,237000,0,9
2015-01-08,2015,2015-01,Product_1359,541000,541000,0,11
2015-01-09,2015,2015-01,Product_1248,206000,207000,1000,9
2015-01-09,2015,2015-01,Product_1359,185000,185000,0,22
2015-01-13,2015,2015-01,Product_1248,29000,39000,10000,5
2015-01-13,2015,2015-01,Product_1359,440000,440000,0,17
2015-01-14,2015,2015-01,Product_1248,86000,86000,0,5
2015-01-14,2015,2015-01,Product_1359,445000,445000,0,25
2015-01-15,2015,2015-01,Product_1248,263000,263000,0,4
2015-01-15,2015,2015-01,Product_1359,1745000,1745000,0,15
2015-01-16,2015,2015-01,Product_1248,121000,121000,0,5
2015-01-16,2015,2015-01,Product_1359,1003000,1003000,0,18
2015-01-19,2015,2015-01,Product_1248,52000,52000,0,3
2015-01-19,2015,2015-01,Product_1359,99000,99000,0,9
2015-01-20,2015,2015-01,Product_1248,313000,313000,0,6
2015-01-20,2015,2015-01,Product_1359,858000,858000,0,13
2015-01-21,2015,2015-01,Product_1248,425000,425000,0,11
2015-01-21,2015,2015-01,Product_1359,405000,405000,0,20
2015-01-22,2015,2015-01,Product_1248,555000,555000,0,5
2015-01-22,2015,2015-01,Product_1359,559000,559000,0,10
2015-01-23,2015,2015-01,Product_1248,608000,608000,0,7
2015-01-23,2015,2015-01,Product_1359,173000,173000,0,15
2015-01-26,2015,2015-01,Product_1248,113000,113000,0,4
2015-01-26,2015,2015-01,Product_1359,99000,99000,0,15
2015-01-27,2015,2015-01,Product_1248,500000,500000,0,2
2015-01-27,2015,2015-01,Product_1359,464000,464000,0,13
2015-01-28,2015,2015-01,Product_1248,530000,530000,0,7
2015-01-28,2015,2015-01,Product_1359,78000,78000,0,9
2015-01-29,2015,2015-01,Product_1248,110000,110000,0,5
2015-01-29,2015,2015-01,Product_1359,120000,120000,0,10
2015-01-30,2015,2015-01,Product_1248,718000,718000,0,6
2015-01-30,2015,2015-01,Product_1359,1140000,1140000,0,20
2015-02-02,2015,2015-02,Product_1248,88000,88000,0,5
2015-02-02,2015,2015-02,Product_1359,92000,92000,0,17
2015-02-03,2015,2015-02,Product_1248,148000,148000,0,7
2015-02-03,2015,2015-02,Product_1359,367000,367000,0,17
2015-02-04,2015,2015-02,Product_1248,13000,13000,0,2
2015-02-04,2015,2015-02,Product_1359,374000,374000,0,11
2015-02-05,2015,2015-02,Product_1248,252000,252000,0,5
2015-02-05,2015,2015-02,Product_1359,400000,400000,0,12
2015-02-06,2015,2015-02,Product_1248,21000,21000,0,4
2015-02-06,2015,2015-02,Product_1359,119000,119000,0,13
2015-02-09,2015,2015-02,Product_1248,21000,21000,0,5
2015-02-09,2015,2015-02,Product_1359,465000,465000,0,15
2015-02-10,2015,2015-02,Product_1248,305000,305000,0,3
2015-02-10,2015,2015-02,Product_1359,311000,311000,0,16
2015-02-12,2015,2015-02,Product_1248,303000,303000,0,3
2015-02-12,2015,2015-02,Product_1359,172000,172000,0,12
2015-02-13,2015,2015-02,Product_1248,67000,67000,0,4
2015-02-13,2015,2015-02,Product_1359,252000,252000,0,13
2015-02-16,2015,2015-02,Product_1248,847000,847000,0,7
2015-02-16,2015,2015-02,Product_1359,165000,165000,0,11
2015-02-17,2015,2015-02,Product_1248,326000,326000,0,10
2015-02-17,2015,2015-02,Product_1359,280000,280000,0,13
2015-02-18,2015,2015-02,Product_1248,69000,69000,0,5
2015-02-18,2015,2015-02,Product_1359,231000,231000,0,16
2015-02-19,2015,2015-02,Product_1248,460000,460000,0,4
2015-02-19,2015,2015-02,Product_1359,174000,174000,0,14
2015-02-20,2015,2015-02,Product_1248,282000,282000,0,9
2015-02-20,2015,2015-02,Product_1359,363000,363000,0,17
2015-02-23,2015,2015-02,Product_1248,225000,225000,0,11
2015-02-23,2015,2015-02,Product_1359,449000,449000,0,24
2015-02-24,2015,2015-02,Product_1248,15000,15000,0,2
2015-02-24,2015,2015-02,Product_1359,177000,177000,0,12
2015-02-25,2015,2015-02,Product_1248,76000,76000,0,5
2015-02-25,2015,2015-02,Product_1359,611000,611000,0,22
2015-02-26,2015,2015-02,Product_1248,414000,414000,0,8
2015-02-26,2015,2015-02,Product_1359,89000,89000,0,7
2015-02-27,2015,2015-02,Product_1248,112000,112000,0,6
2015-02-27,2015,2015-02,Product_1359,207000,207000,0,12
2015-03-02,2015,2015-03,Product_1248,364000,364000,0,6
2015-03-02,2015,2015-03,Product_1359,492000,492000,0,18
2015-03-03,2015,2015-03,Product_1248,213000,213000,0,7
2015-03-03,2015,2015-03,Product_1359,264000,264000,0,13
2015-03-04,2015,2015-03,Product_1248,15000,15000,0,3
2015-03-04,2015,2015-03,Product_1359,347000,347000,0,17
2015-03-05,2015,2015-03,Product_1248,351000,351000,0,5
2015-03-05,2015,2015-03,Product_1359,573000,573000,0,12
2015-03-06,2015,2015-03,Product_1248,90000,90000,0,8
2015-03-06,2015,2015-03,Product_1359,265000,265000,0,11
2015-03-09,2015,2015-03,Product_1248,40000,40000,0,3
2015-03-09,2015,2015-03,Product_1359,305000,305000,0,7
2015-03-10,2015,2015-03,Product_1248,185000,185000,0,5
2015-03-10,2015,2015-03,Product_1359,638000,638000,0,19
2015-03-11,2015,2015-03,Product_1248,25000,25000,0,3
2015-03-11,2015,2015-03,Product_1359,411000,411000,0,17
2015-03-12,2015,2015-03,Product_1248,397000,397000,0,6
2015-03-12,2015,2015-03,Product_1359,63000,63000,0,8
2015-03-13,2015,2015-03,Product_1248,85000,85000,0,4
2015-03-13,2015,2015-03,Product_1359,314000,314000,0,13
2015-03-16,2015,2015-03,Product_1248,452000,452000,0,5
2015-03-16,2015,2015-03,Product_1359,249000,249000,0,12
2015-03-17,2015,2015-03,Product_1359,234000,234000,0,8
2015-03-18,2015,2015-03,Product_1248,376000,376000,0,9
2015-03-18,2015,2015-03,Product_1359,379000,379000,0,16
2015-03-19,2015,2015-03,Product_1248,50000,50000,0,1
2015-03-19,2015,2015-03,Product_1359,12000,12000,0,3
2015-03-20,2015,2015-03,Product_1248,57000,57000,0,4
2015-03-20,2015,2015-03,Product_1359,186000,186000,0,11
2015-03-23,2015,2015-03,Product_1248,567000,567000,0,5
2015-03-23,2015,2015-03,Product_1359,341000,341000,0,20
2015-03-24,2015,2015-03,Product_1248,34000,34000,0,4
2015-03-24,2015,2015-03,Product_1359,233000,233000,0,14
2015-03-25,2015,2015-03,Product_1248,44000,44000,0,5
2015-03-25,2015,2015-03,Product_1359,1625000,1625000,0,15
2015-03-26,2015,2015-03,Product_1248,727000,727000,0,5
2015-03-26,2015,2015-03,Product_1359,167000,167000,0,5
2015-03-27,2015,2015-03,Product_1248,25000,25000,0,2
2015-03-27,2015,2015-03,Product_1359,144000,144000,0,7
2015-03-29,2015,2015-03,Product_1359,0,0,0,1
2015-03-30,2015,2015-03,Product_1248,20000,20000,0,4
2015-03-30,2015,2015-03,Product_1359,68000,68000,0,8
2015-03-31,2015,2015-03,Product_1248,299000,299000,0,8
2015-03-31,2015,2015-03,Product_1359,223000,223000,0,19
2015-04-01,2015,2015-04,Product_1248,95000,95000,0,6
2015-04-01,2015,2015-04,Product_1359,420000,420000,0,25
2015-04-02,2015,2015-04,Product_1248,446000,446000,0,7
2015-04-02,2015,2015-04,Product_1359,527000,527000,0,15
2015-04-03,2015,2015-04,Product_1248,40000,40000,0,7
2015-04-03,2015,2015-04,Product_1359,229000,229000,0,18
2015-04-06,2015,2015-04,Product_1248,108000,108000,0,4
2015-04-06,2015,2015-04,Product_1359,691000,691000,0,11
2015-04-07,2015,2015-04,Product_1248,22000,22000,0,4
2015-04-07,2015,2015-04,Product_1359,34000,34000,0,5
2015-04-08,2015,2015-04,Product_1248,658000,658000,0,5
2015-04-08,2015,2015-04,Product_1359,1131000,1131000,0,30
2015-04-09,2015,2015-04,Product_1248,238000,238000,0,4
2015-04-09,2015,2015-04,Product_1359,344000,344000,0,18
2015-04-10,2015,2015-04,Product_1248,201000,201000,0,5
2015-04-10,2015,2015-04,Product_1359,400000,400000,0,19
2015-04-13,2015,2015-04,Product_1248,292000,292000,0,6
2015-04-13,2015,2015-04,Product_1359,593000,593000,0,12
2015-04-14,2015,2015-04,Product_1248,268000,268000,0,5
2015-04-14,2015,2015-04,Product_1359,132000,132000,0,11
2015-04-15,2015,2015-04,Product_1248,250000,250000,0,5
2015-04-15,2015,2015-04,Product_1359,357000,357000,0,12
2015-04-16,2015,2015-04,Product_1248,143000,143000,0,7
2015-04-16,2015,2015-04,Product_1359,198000,198000,0,9
2015-04-17,2015,2015-04,Product_1248,450000,450000,0,7
2015-04-17,2015,2015-04,Product_1359,236000,236000,0,11
2015-04-20,2015,2015-04,Product_1248,110000,110000,0,3
2015-04-20,2015,2015-04,Product_1359,275000,275000,0,7
2015-04-21,2015,2015-04,Product_1248,397000,397000,0,14
2015-04-21,2015,2015-04,Product_1359,1413000,1413000,0,22
2015-04-22,2015,2015-04,Product_1248,12000,12000,0,3
2015-04-22,2015,2015-04,Product_1359,637000,637000,0,17
2015-04-23,2015,2015-04,Product_1248,321000,321000,0,5
2015-04-23,2015,2015-04,Product_1359,99000,99000,0,8
2015-04-24,2015,2015-04,Product_1248,4000,4000,0,1
2015-04-24,2015,2015-04,Product_1359,279000,279000,0,16
2015-04-27,2015,2015-04,Product_1248,14000,14000,0,3
2015-04-27,2015,2015-04,Product_1359,704000,704000,0,14
2015-04-28,2015,2015-04,Product_1248,77000,77000,0,6
2015-04-28,2015,2015-04,Product_1359,224000,224000,0,10
2015-04-30,2015,2015-04,Product_1248,668000,668000,0,5
2015-04-30,2015,2015-04,Product_1359,92000,92000,0,7
2015-05-01,2015,2015-05,Product_1248,109000,109000,0,2
2015-05-01,2015,2015-05,Product_1359,761000,761000,0,8
2015-05-07,2015,2015-05,Product_1248,83000,83000,0,6
2015-05-07,2015,2015-05,Product_1359,1078000,1078000,0,22
2015-05-08,2015,2015-05,Product_1248,78000,78000,0,6
2015-05-08,2015,2015-05,Product_1359,764000,764000,0,13
2015-05-11,2015,2015-05,Product_1248,522000,522000,0,5
2015-05-11,2015,2015-05,Product_1359,295000,295000,0,16
2015-05-12,2015,2015-05,Product_1248,5000,5000,0,2
2015-05-12,2015,2015-05,Product_1359,472000,472000,0,9
2015-05-13,2015,2015-05,Product_1248,56000,56000,0,3
2015-05-13,2015,2015-05,Product_1359,385000,385000,0,18
2015-05-14,2015,2015-05,Product_1248,742000,742000,0,8
2015-05-14,2015,2015-05,Product_1359,289000,289000,0,12
2015-05-15,2015,2015-05,Product_1248,2000,2000,0,2
2015-05-15,2015,2015-05,Product_1359,50000,50000,0,7
2015-05-18,2015,2015-05,Product_1248,160000,160000,0,5
2015-05-18,2015,2015-05,Product_1359,458000,458000,0,16
2015-05-19,2015,2015-05,Product_1248,180000,180000,0,4
2015-05-19,2015,2015-05,Product_1359,183000,183000,0,9
2015-05-20,2015,2015-05,Product_1248,219000,219000,0,3
2015-05-20,2015,2015-05,Product_1359,80000,80000,0,13
2015-05-21,2015,2015-05,Product_1248,128000,128000,0,6
2015-05-21,2015,2015-05,Product_1359,380000,380000,0,18
2015-05-22,2015,2015-05,Product_1248,148000,148000,0,6
2015-05-22,2015,2015-05,Product_1359,341000,341000,0,17
2015-05-25,2015,2015-05,Product_1248,366000,366000,0,5
2015-05-25,2015,2015-05,Product_1359,95000,95000,0,9
2015-05-26,2015,2015-05,Product_1248,340000,340000,0,6
2015-05-26,2015,2015-05,Product_1359,189000,189000,0,13
2015-05-27,2015,2015-05,Product_1248,230000,230000,0,2
2015-05-27,2015,2015-05,Product_1359,1178000,1178000,0,14
2015-05-28,2015,2015-05,Product_1248,161000,161000,0,4
2015-05-28,2015,2015-05,Product_1359,218000,218000,0,8
2015-05-29,2015,2015-05,Product_1248,232000,232000,0,6
2015-05-29,2015,2015-05,Product_1359,458000,458000,0,27
2015-06-01,2015,2015-06,Product_1248,320000,320000,0,5
2015-06-01,2015,2015-06,Product_1359,244000,244000,0,13
2015-06-02,2015,2015-06,Product_1248,6000,6000,0,1
2015-06-02,2015,2015-06,Product_1359,317000,317000,0,17
2015-06-03,2015,2015-06,Product_1248,80000,80000,0,3
2015-06-03,2015,2015-06,Product_1359,369000,369000,0,19
2015-06-04,2015,2015-06,Product_1248,294000,294000,0,6
2015-06-04,2015,2015-06,Product_1359,46000,46000,0,9
2015-06-05,2015,2015-06,Product_1248,1000,1000,0,1
2015-06-05,2015,2015-06,Product_1359,575000,575000,0,15
2015-06-08,2015,2015-06,Product_1248,11000,70000,59000,3
2015-06-08,2015,2015-06,Product_1359,222000,222000,0,10
2015-06-09,2015,2015-06,Product_1248,255000,255000,0,4
2015-06-09,2015,2015-06,Product_1359,1259000,1259000,0,14
2015-06-10,2015,2015-06,Product_1248,178000,178000,0,7
2015-06-10,2015,2015-06,Product_1359,265000,265000,0,15
2015-06-11,2015,2015-06,Product_1248,369000,369000,0,7
2015-06-11,2015,2015-06,Product_1359,223000,223000,0,12
2015-06-12,2015,2015-06,Product_1248,1041000,1041000,0,7
2015-06-12,2015,2015-06,Product_1359,176000,176000,0,16
2015-06-15,2015,2015-06,Product_1248,26000,26000,0,5
2015-06-15,2015,2015-06,Product_1359,414000,414000,0,14
2015-06-16,2015,2015-06,Product_1248,165000,165000,0,4
2015-06-16,2015,2015-06,Product_1359,143000,143000,0,10
2015-06-17,2015,2015-06,Product_1248,41000,41000,0,3
2015-06-17,2015,2015-06,Product_1359,131000,131000,0,12
2015-06-18,2015,2015-06,Product_1248,221000,221000,0,9
2015-06-18,2015,2015-06,Product_1359,85000,85000,0,5
2015-06-19,2015,2015-06,Product_1248,210000,210000,0,8
2015-06-19,2015,2015-06,Product_1359,440000,440000,0,17
2015-06-22,2015,2015-06,Product_1248,248000,248000,0,5
2015-06-22,2015,2015-06,Product_1359,185000,185000,0,18
2015-06-23,2015,2015-06,Product_1248,180000,180000,0,5
2015-06-23,2015,2015-06,Product_1359,230000,230000,0,11
2015-06-24,2015,2015-06,Product_1248,17000,17000,0,3
2015-06-24,2015,2015-06,Product_1359,416000,416000,0,14
2015-06-25,2015,2015-06,Product_1248,95000,95000,0,3
2015-06-25,2015,2015-06,Product_1359,999000,999000,0,10
2015-06-26,2015,2015-06,Product_1248,211000,211000,0,4
2015-06-26,2015,2015-06,Product_1359,524000,524000,0,13
2015-06-29,2015,2015-06,Product_1248,231000,231000,0,5
2015-06-29,2015,2015-06,Product_1359,33000,34000,1000,8
2015-06-30,2015,2015-06,Product_1248,614000,614000,0,5
2015-06-30,2015,2015-06,Product_1359,1223000,1223000,0,15
2015-07-01,2015,2015-07,Product_1248,782000,782000,0,10
2015-07-01,2015,2015-07,Product_1359,584000,584000,0,32
2015-07-02,2015,2015-07,Product_1248,140000,140000,0,3
2015-07-02,2015,2015-07,Product_1359,1114000,1114000,0,9
2015-07-03,2015,2015-07,Product_1248,1029000,1029000,0,5
2015-07-03,2015,2015-07,Product_1359,672000,672000,0,17
2015-07-06,2015,2015-07,Product_1248,361000,361000,0,3
2015-07-06,2015,2015-07,Product_1359,73000,73000,0,9
2015-07-07,2015,2015-07,Product_1248,320000,320000,0,8
2015-07-07,2015,2015-07,Product_1359,182000,182000,0,15
2015-07-08,2015,2015-07,Product_1248,52000,52000,0,4
2015-07-08,2015,2015-07,Product_1359,113000,113000,0,5
2015-07-09,2015,2015-07,Product_1248,315000,315000,0,9
2015-07-09,2015,2015-07,Product_1359,335000,335000,0,9
2015-07-10,2015,2015-07,Product_1248,28000,28000,0,4
2015-07-10,2015,2015-07,Product_1359,305000,305000,0,19
2015-07-13,2015,2015-07,Product_1248,400000,400000,0,1
2015-07-13,2015,2015-07,Product_1359,184000,184000,0,12
2015-07-14,2015,2015-07,Product_1248,98000,98000,0,6
2015-07-14,2015,2015-07,Product_1359,520000,520000,0,18
2015-07-15,2015,2015-07,Product_1248,711000,711000,0,7
2015-07-15,2015,2015-07,Product_1359,386000,386000,0,13
2015-07-16,2015,2015-07,Product_1248,91000,91000,0,6
2015-07-16,2015,2015-07,Product_1359,243000,243000,0,14
2015-07-17,2015,2015-07,Product_1248,360000,360000,0,6
2015-07-17,2015,2015-07,Product_1359,6000,6000,0,2
2015-07-21,2015,2015-07,Product_1248,134000,134000,0,10
2015-07-21,2015,2015-07,Product_1359,422000,422000,0,15
2015-07-22,2015,2015-07,Product_1248,968000,968000,0,9
2015-07-22,2015,2015-07,Product_1359,376000,376000,0,14
2015-07-23,2015,2015-07,Product_1248,88000,88000,0,5
2015-07-23,2015,2015-07,Product_1359,188000,188000,0,12
2015-07-24,2015,2015-07,Product_1248,520000,520000,0,9
2015-07-24,2015,2015-07,Product_1359,277000,277000,0,20
2015-07-27,2015,2015-07,Product_1248,209000,209000,0,5
2015-07-27,2015,2015-07,Product_1359,988000,988000,0,14
2015-07-28,2015,2015-07,Product_1248,40000,40000,0,5
2015-07-28,2015,2015-07,Product_1359,287000,287000,0,16
2015-07-29,2015,2015-07,Product_1248,70000,70000,0,3
2015-07-29,2015,2015-07,Product_1359,232000,232000,0,10
2015-07-30,2015,2015-07,Product_1248,7000,7000,0,3
2015-07-30,2015,2015-07,Product_1359,5000,5000,0,4
2015-07-31,2015,2015-07,Product_1248,255000,255000,0,4
2015-07-31,2015,2015-07,Product_1359,809000,809000,0,26
2015-08-03,2015,2015-08,Product_1248,1148000,1148000,0,11
2015-08-03,2015,2015-08,Product_1359,373000,373000,0,26
2015-08-04,2015,2015-08,Product_1248,620000,620000,0,9
2015-08-04,2015,2015-08,Product_1359,240000,240000,0,11
2015-08-05,2015,2015-08,Product_1248,170000,170000,0,4
2015-08-05,2015,2015-08,Product_1359,405000,405000,0,17
2015-08-06,2015,2015-08,Product_1248,215000,215000,0,3
2015-08-06,2015,2015-08,Product_1359,612000,612000,0,11
2015-08-07,2015,2015-08,Product_1248,10000,10000,0,1
2015-08-07,2015,2015-08,Product_1359,1368000,1368000,0,14
2015-08-10,2015,2015-08,Product_1248,411000,411000,0,3
2015-08-10,2015,2015-08,Product_1359,39000,39000,0,5
2015-08-11,2015,2015-08,Product_1359,7000,7000,0,3
2015-08-14,2015,2015-08,Product_1248,81000,81000,0,3
2015-08-14,2015,2015-08,Product_1359,485000,485000,0,17
2015-08-17,2015,2015-08,Product_1248,506000,506000,0,9
2015-08-17,2015,2015-08,Product_1359,105000,105000,0,6
2015-08-18,2015,2015-08,Product_1248,282000,282000,0,6
2015-08-18,2015,2015-08,Product_1359,670000,670000,0,15
2015-08-19,2015,2015-08,Product_1248,111000,111000,0,8
2015-08-19,2015,2015-08,Product_1359,183000,183000,0,9
2015-08-20,2015,2015-08,Product_1248,56000,56000,0,4
2015-08-20,2015,2015-08,Product_1359,291000,291000,0,10
2015-08-21,2015,2015-08,Product_1248,814000,814000,0,14
2015-08-21,2015,2015-08,Product_1359,345000,345000,0,22
2015-08-24,2015,2015-08,Product_1248,152000,152000,0,3
2015-08-24,2015,2015-08,Product_1359,152000,152000,0,10
2015-08-25,2015,2015-08,Product_1248,13000,13000,0,2
2015-08-25,2015,2015-08,Product_1359,484000,484000,0,8
2015-08-26,2015,2015-08,Product_1248,210000,210000,0,2
2015-08-26,2015,2015-08,Product_1359,189000,189000,0,7
2015-08-27,2015,2015-08,Product_1248,66000,69000,3000,8
2015-08-27,2015,2015-08,Product_1359,214000,217000,3000,12
2015-08-28,2015,2015-08,Product_1248,34000,34000,0,4
2015-08-28,2015,2015-08,Product_1359,87000,87000,0,14
2015-08-31,2015,2015-08,Product_1248,554000,554000,0,9
2015-08-31,2015,2015-08,Product_1359,220000,220000,0,12
2015-09-01,2015,2015-09,Product_1248,375000,375000,0,6
2015-09-01,2015,2015-09,Product_1359,379000,379000,0,21
2015-09-02,2015,2015-09,Product_1248,388000,388000,0,12
2015-09-02,2015,2015-09,Product_1359,339000,339000,0,14
2015-09-03,2015,2015-09,Product_1248,737000,737000,0,6
2015-09-03,2015,2015-09,Product_1359,625000,625000,0,12
2015-09-04,2015,2015-09,Product_1248,39000,39000,0,5
2015-09-04,2015,2015-09,Product_1359,827000,827000,0,15
2015-09-07,2015,2015-09,Product_1248,39000,39000,0,6
2015-09-07,2015,2015-09,Product_1359,334000,334000,0,14
2015-09-08,2015,2015-09,Product_1248,38000,38000,0,4
2015-09-08,2015,2015-09,Product_1359,1181000,1181000,0,7
2015-09-09,2015,2015-09,Product_1248,400000,400000,0,3
2015-09-09,2015,2015-09,Product_1359,253000,253000,0,6
2015-09-10,2015,2015-09,Product_1248,825000,825000,0,5
2015-09-10,2015,2015-09,Product_1359,107000,107000,0,7
2015-09-11,2015,2015-09,Product_1248,38000,38000,0,6
2015-09-11,2015,2015-09,Product_1359,578000,578000,0,20
2015-09-14,2015,2015-09,Product_1248,200000,200000,0,1
2015-09-14,2015,2015-09,Product_1359,677000,677000,0,11
2015-09-15,2015,2015-09,Product_1248,495000,495000,0,5
2015-09-15,2015,2015-09,Product_1359,454000,454000,0,15
2015-09-16,2015,2015-09,Product_1248,145000,145000,0,6
2015-09-16,2015,2015-09,Product_1359,294000,294000,0,11
2015-09-17,2015,2015-09,Product_1248,34000,34000,0,2
2015-09-17,2015,2015-09,Product_1359,53000,53000,0,6
2015-09-18,2015,2015-09,Product_1248,50000,50000,0,1
2015-09-18,2015,2015-09,Product_1359,194000,194000,0,9
2015-09-24,2015,2015-09,Product_1248,205000,205000,0,8
2015-09-24,2015,2015-09,Product_1359,372000,372000,0,17
2015-09-25,2015,2015-09,Product_1248,64000,64000,0,4
2015-09-25,2015,2015-09,Product_1359,338000,338000,0,13
2015-09-28,2015,2015-09,Product_1248,26000,26000,0,3
2015-09-28,2015,2015-09,Product_1359,34000,34000,0,4
2015-09-29,2015,2015-09,Product_1248,176000,176000,0,5
2015-09-29,2015,2015-09,Product_1359,119000,119000,0,10
2015-09-30,2015,2015-09,Product_1248,127000,127000,0,4
2015-09-30,2015,2015-09,Product_1359,1167000,1167000,0,10
2015-10-01,2015,2015-10,Product_1248,398000,398000,0,7
2015-10-01,2015,2015-10,Product_1359,502000,502000,0,17
2015-10-02,2015,2015-10,Product_1248,326000,326000,0,5
2015-10-02,2015,2015-10,Product_1359,400000,400000,0,12
2015-10-04,2015,2015-10,Product_1359,0,0,0,1
2015-10-05,2015,2015-10,Product_1248,12000,12000,0,3
2015-10-05,2015,2015-10,Product_1359,222000,222000,0,12
2015-10-06,2015,2015-10,Product_1248,42000,42000,0,4
2015-10-06,2015,2015-10,Product_1359,56000,56000,0,6
2015-10-07,2015,2015-10,Product_1248,528000,528000,0,6
2015-10-07,2015,2015-10,Product_1359,241000,241000,0,6
2015-10-08,2015,2015-10,Product_1248,83000,83000,0,5
2015-10-08,2015,2015-10,Product_1359,879000,879000,0,16
2015-10-09,2015,2015-10,Product_1248,193000,193000,0,5
2015-10-09,2015,2015-10,Product_1359,86000,86000,0,6
2015-10-13,2015,2015-10,Product_1248,89000,89000,0,4
2015-10-13,2015,2015-10,Product_1359,342000,342000,0,17
2015-10-14,2015,2015-10,Product_1248,696000,696000,0,6
2015-10-14,2015,2015-10,Product_1359,284000,284000,0,15
2015-10-15,2015,2015-10,Product_1248,111000,111000,0,3
2015-10-15,2015,2015-10,Product_1359,161000,161000,0,12
2015-10-16,2015,2015-10,Product_1248,326000,326000,0,4
2015-10-16,2015,2015-10,Product_1359,154000,154000,0,14
2015-10-19,2015,2015-10,Product_1248,20000,20000,0,1
2015-10-19,2015,2015-10,Product_1359,188000,188000,0,13
2015-10-20,2015,2015-10,Product_1248,48000,48000,0,5
2015-10-20,2015,2015-10,Product_1359,26000,26000,0,6
2015-10-21,2015,2015-10,Product_1248,133000,133000,0,4
2015-10-21,2015,2015-10,Product_1359,372000,372000,0,9
2015-10-22,2015,2015-10,Product_1248,432000,432000,0,8
2015-10-22,2015,2015-10,Product_1359,698000,698000,0,10
2015-10-23,2015,2015-10,Product_1248,123000,123000,0,6
2015-10-23,2015,2015-10,Product_1359,91000,91000,0,12
2015-10-25,2015,2015-10,Product_1248,1000,1000,0,1
2015-10-25,2015,2015-10,Product_1359,3000,3000,0,1
2015-10-26,2015,2015-10,Product_1248,67000,67000,0,7
2015-10-26,2015,2015-10,Product_1359,650000,650000,0,13
2015-10-27,2015,2015-10,Product_1248,223000,223000,0,4
2015-10-27,2015,2015-10,Product_1359,1555000,1555000,0,18
2015-10-28,2015,2015-10,Product_1248,53000,53000,0,2
2015-10-28,2015,2015-10,Product_1359,301000,301000,0,12
2015-10-29,2015,2015-10,Product_1248,50000,50000,0,1
2015-10-29,2015,2015-10,Product_1359,132000,132000,0,10
2015-10-30,2015,2015-10,Product_1248,92000,92000,0,10
2015-10-30,2015,2015-10,Product_1359,451000,451000,0,16
2015-11-01,2015,2015-11,Product_1359,100000,100000,0,1
2015-11-02,2015,2015-11,Product_1248,68000,68000,0,4
2015-11-02,2015,2015-11,Product_1359,394000,394000,0,15
2015-11-03,2015,2015-11,Product_1359,25000,25000,0,1
2015-11-04,2015,2015-11,Product_1248,610000,610000,0,6
2015-11-04,2015,2015-11,Product_1359,269000,269000,0,14
2015-11-05,2015,2015-11,Product_1248,225000,225000,0,5
2015-11-05,2015,2015-11,Product_1359,278000,278000,0,14
